created_at,source,original_text,polarity,subjectivity,lang,favorite_count,retweet_count,original_author,followers_count,friends_count,possibly_sensitive,hashtags,user_mentions,place
Fri Jun 18 18:05:25 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",o,0.0,0.0,en,697,225.0,debijones354,226,231,,,,"Texarkana, TX"
Fri Jun 18 18:05:28 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",n,0.0,0.0,en,3,4.0,GeorgeGarside2,1284,1673,,,,United Kingdom
Fri Jun 18 18:05:29 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",t,0.0,0.0,en,4,1.0,brianwahl,807,645,,,,India
Fri Jun 18 18:05:42 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",i,0.0,0.0,en,214,89.0,annadevine66,1013,820,,,,
Fri Jun 18 18:05:45 +0000 2021,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",n,0.0,0.0,en,4,5.0,CamdenCountyEMA,503,60,,,,"Kingsland, GA"
Fri Jun 18 18:05:52 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",e,0.0,0.0,en,49,12.0,SNP_Porty_Craig,2465,3922,,,,"Portobello/Craigmillar, Edinbu"
Fri Jun 18 18:06:01 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",n,0.0,0.0,en,215,79.0,JamesSteeleIV,25,68,,,,"Calgary, AB, Canada"
Fri Jun 18 18:06:05 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",t,0.0,0.0,en,0,,I_M_KEM,1072,515,,,,...
Fri Jun 18 18:06:13 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>", ,0.0,0.0,en,9,13.0,EastVanRules35,110,487,,,,
Fri Jun 18 18:06:13 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",b,0.0,0.0,en,407,169.0,joe_kash,134,840,,,,BROOKLYN N.Y.
Fri Jun 18 18:06:17 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",y,0.0,0.0,en,0,,WorldHealthAle1,215,63,,,,
Fri Jun 18 18:06:19 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>", ,0.0,0.0,en,92,32.0,JamesSteeleIV,25,68,,,,"Calgary, AB, Canada"
Fri Jun 18 18:06:23 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",m,0.0,0.0,en,264,241.0,my_opnion,435,659,,,,Duke and Duchess of Sussex
Fri Jun 18 18:06:23 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",o,0.0,0.0,en,7,5.0,Nicole_Naicker,209,386,,,,South Africa
Fri Jun 18 18:06:26 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",r,0.0,0.0,en,223,100.0,louisestilgoe,929,980,,,,Lanson
Fri Jun 18 18:06:38 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",e,0.0,0.0,en,0,,realjacobsumner,974,1329,False,,,"Glendale, AZ"
Fri Jun 18 18:06:39 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>", ,0.0,0.0,en,0,,Kirsten_Hume,998,1352,,,,"Vancouver, Canada"
Fri Jun 18 18:06:39 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",t,0.0,0.0,en,0,1.0,AmandaEverall2,1502,4978,,,,"Hamilton Hill, Perth (WA)"
Fri Jun 18 18:06:40 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",h,0.0,0.0,en,180,37.0,hmmbee,544,899,,,,| YVR | YYZ | YUL |
Fri Jun 18 18:06:41 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",a,0.0,0.0,en,362,181.0,_LadyAzalea,1253,520,,,,Trinidad and Tobago
Fri Jun 18 18:06:41 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",n,0.0,0.0,en,0,,PuneUpdater,88,0,,,,
Fri Jun 18 18:06:41 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>", ,0.0,0.0,en,0,,PuneUpdater,88,0,,,,
Fri Jun 18 18:06:41 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",2,0.0,0.0,en,0,,PuneUpdater,88,0,,,,
Fri Jun 18 18:06:41 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",0,0.0,0.0,en,0,,PuneUpdater,88,0,,,,
Fri Jun 18 18:06:41 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",%,0.0,0.0,en,0,,PuneUpdater,88,0,,,,
Fri Jun 18 18:06:42 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>", ,0.0,0.0,en,4,5.0,AnniMovsisyan,638,1121,,,,London
Fri Jun 18 18:06:51 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",a,0.0,0.0,en,541,352.0,jolinenblue,5625,4944,,,,Northern Ireland
Fri Jun 18 18:06:56 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",n,0.0,0.0,en,698,226.0,Treasonweaselhu,2034,2604,,,,"Ohio, USA"
Fri Jun 18 18:07:03 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",d,0.0,0.0,en,0,,BCEmploymentLaw,363,76,,,,Vancouver
Fri Jun 18 18:07:10 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>", ,0.0,0.0,en,0,,TjaarlsDavis,372,363,,,,"Cape Town, South Africa"
Fri Jun 18 18:07:18 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",d,0.0,0.0,en,542,353.0,Jbmcm51Mcmillan,309,427,,,,Northern Ireland
Fri Jun 18 18:07:20 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",e,0.0,0.0,en,265,242.0,TriptiCharan,11723,12733,,,,"New Delhi, India"
Fri Jun 18 18:07:23 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",a,0.0,0.0,en,863,488.0,baziwane,542,735,,,,"Redmond, WA"
Fri Jun 18 18:07:25 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",t,0.0,0.0,en,103,51.0,januszcwikla,1184,3367,,,,"Warszawa, Polska"
Fri Jun 18 18:07:36 +0000 2021,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",h,0.0,0.0,en,0,,lensfocus,98,25,False,,,"Whitby, Ontario, Canada"
Fri Jun 18 18:07:37 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",s,0.0,0.0,en,160,64.0,MrTLeggedy,736,1215,,,,Middle Earth
Fri Jun 18 18:07:41 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>", ,0.0,0.0,en,9,6.0,Firesinside100,98,450,,,,
Fri Jun 18 18:07:42 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",h,0.0,0.0,en,112,65.0,JefkeLauriks,78,295,,,,
Fri Jun 18 18:07:43 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",a,0.0,0.0,en,224,101.0,khaliq_nadia,399,397,,,,London
Fri Jun 18 18:07:44 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",v,0.0,0.0,en,9,7.0,eThekwiniM,162473,395,,,,"Durban, South Africa"
Fri Jun 18 18:07:52 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",e,0.0,0.0,en,406,170.0,surfcitysocal,2189,2533,,,,"Among the trees, I wish"
Fri Jun 18 18:07:53 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>", ,0.0,0.0,en,50,15.0,jkkilloe,253,906,,,,Longford
Fri Jun 18 18:07:59 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",a,0.0,0.0,en,0,,gbussery,287,550,,,,"California, USA"
Fri Jun 18 18:08:00 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",l,0.0,0.0,en,265,243.0,environments21,69,164,,,,Mumbai
Fri Jun 18 18:08:07 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",s,0.0,0.0,en,687,125.0,vijay_halyal,0,13,,,,"Belgaum, India"
Fri Jun 18 18:08:15 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",o,0.0,0.0,en,0,,ErikGeenen,3074,2524,,,,
Fri Jun 18 18:08:17 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>", ,0.0,0.0,en,314,183.0,philomathyjen,992,766,,,,
Fri Jun 18 18:08:18 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",r,0.0,0.0,en,2,1.0,islolly,447,197,,,,
Fri Jun 18 18:08:24 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",i,0.0,0.0,en,60,32.0,MarcosA45620496,295,446,,,,"Vedado, la Habana."
Fri Jun 18 18:08:26 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",s,0.0,0.0,en,226,102.0,JacQuie05121768,159,165,,,,
Fri Jun 18 18:08:36 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",e,0.0,0.0,en,552,616.0,environments21,69,164,,,,Mumbai
Fri Jun 18 18:08:44 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",n,0.0,0.0,en,553,617.0,ishita_gh,122,318,,,,Kalyani
Fri Jun 18 18:09:07 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>", ,0.0,0.0,en,699,227.0,knit1purr2,266,641,,,,
Fri Jun 18 18:09:09 +0000 2021,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",b,0.0,0.0,en,0,,P4HR,27982,2242,False,,,
Fri Jun 18 18:09:12 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",y,0.0,0.0,en,1,1.0,GraykenBMC,287,225,,,,Boston Medical Center
Fri Jun 18 18:09:20 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>", ,0.0,0.0,en,437,193.0,jadzia_1,484,713,,,,USA
Fri Jun 18 18:09:22 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1,0.0,0.0,en,7,4.0,StarColombo,2675,4924,,,,
Fri Jun 18 18:09:23 +0000 2021,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",5,0.0,0.0,en,0,,mark_vernooij,662,578,False,,,"Amsterdam, North Holland"
Fri Jun 18 18:09:26 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",%,0.0,0.0,en,865,489.0,the_tenderer,735,999,,,,kampala
Fri Jun 18 18:09:35 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>", ,0.0,0.0,en,7,6.0,ZainabMZuberi,253,675,,,,Islamabad
Fri Jun 18 18:09:43 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",i,0.0,0.0,en,0,,felly500,17688,4435,False,,,
Fri Jun 18 18:09:43 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",n,0.0,0.0,en,7,5.0,gerardespinosa5,2483,429,,,,"Catalunya, Espanya"
Fri Jun 18 18:09:50 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>", ,0.0,0.0,en,228,104.0,Anniemdg,330,1177,,,,"Birmingham, England"
Fri Jun 18 18:10:04 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",t,0.0,0.0,en,0,,shehzadyounis,475,189,False,,,Thinkstan
Fri Jun 18 18:10:07 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",h,0.0,0.0,en,49,13.0,MRSMLH,2058,1360,,,,
Fri Jun 18 18:10:14 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",e,0.0,0.0,en,12,8.0,Skatiq3,77,430,,,,"Rustenburg, South Africa"
Fri Jun 18 18:10:28 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>", ,0.0,0.0,en,0,,ntux_SA,496,340,,,,After Robot 
Fri Jun 18 18:10:31 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",l,0.0,0.0,en,229,105.0,redalphababe,17354,12667,,,,Chester and Around the EU
Fri Jun 18 18:10:32 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",a,0.0,0.0,en,116,66.0,ELIANATARDIO,40265,2687,,,,"Pasión, Compasión y Estilo"
Fri Jun 18 18:10:33 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",s,0.0,0.0,en,1,1.0,max_hadler,59,212,,,,
Fri Jun 18 18:10:34 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",t,0.0,0.0,en,16,7.0,SPimentaIFC,2293,374,,,,
Fri Jun 18 18:10:41 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>", ,0.0,0.0,en,40,24.0,joerwallen,8064,2124,,,,"Mumbai, India"
Fri Jun 18 18:10:43 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",w,0.0,0.0,en,74,79.0,redalphababe,17354,12667,,,,Chester and Around the EU
Fri Jun 18 18:10:53 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",e,0.0,0.0,en,13,4.0,Research2note,310,26,,,,
Fri Jun 18 18:11:00 +0000 2021,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",e,0.0,0.0,en,0,,CDCgov,3967836,269,False,,,"Atlanta, GA"
Fri Jun 18 18:11:01 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",k,0.0,0.0,en,122,32.0,kevykufee24,15481,2168,,,,"Harare, Zimbabwe"
Fri Jun 18 18:11:04 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","
",0.0,0.0,en,54,20.0,21ChazzieWazzie,66,171,,,,Trinidad
Fri Jun 18 18:11:06 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","
",0.0,0.0,en,13,11.0,SmileSimplify,1264,635,,,,"SF/Bay Area, CA"
Fri Jun 18 18:11:06 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@,0.0,0.0,en,0,,drauniyar,842,768,,,,"Seattle, Washington, USA"
Fri Jun 18 18:11:10 +0000 2021,"<a href=""https://twitter.com/pubhealth_watch"" rel=""nofollow"">publichealthaggregator</a>",j,0.0,0.0,en,1,1.0,monitor_PH,1553,92,,,,
Fri Jun 18 18:11:15 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",r,0.0,0.0,en,543,354.0,DERMOTRE,434,1193,,,,Ireland
Fri Jun 18 18:11:16 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",i,0.0,0.0,en,4,2.0,chrisatchs,5579,5877,,,,"McAllen, TX"
Fri Jun 18 18:11:21 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",g,0.0,0.0,en,0,,ACTIONSCOUNT,374,4159,,,,
Fri Jun 18 18:11:21 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",g,0.0,0.0,en,0,,PuneUpdater,88,0,,,,
Fri Jun 18 18:11:25 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",e,0.0,0.0,en,74,80.0,Claire_Myfanwy,234,828,,,,Isolation
Fri Jun 18 18:11:25 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",r,0.0,0.0,en,5,3.0,samuelcamarade,698,4999,,,,
Fri Jun 18 18:11:33 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",s,0.0,0.0,en,5,4.0,ReporterPhoenix,28694,31561,,,,"Bergen, Western Norway"
Fri Jun 18 18:11:35 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>", ,0.0,0.0,en,5,5.0,BrownCoHealth,620,104,,,,"Brown County, Wisconsin"
Fri Jun 18 18:11:36 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",r,0.0,0.0,en,230,106.0,MizTaylor1,257,291,,,,"Dorset, UK"
Fri Jun 18 18:11:39 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",e,0.0,0.0,en,81,37.0,marija_backovic,711,676,,,,"Paris, France"
Fri Jun 18 18:11:41 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",p,0.0,0.0,en,0,,PuneUpdater,88,0,,,,
Fri Jun 18 18:11:41 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",o,0.0,0.0,en,0,,PuneUpdater,88,0,,,,
Fri Jun 18 18:11:41 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",r,0.0,0.0,en,0,,PuneUpdater,88,0,,,,
Fri Jun 18 18:11:41 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",t,0.0,0.0,en,0,,PuneUpdater,88,0,,,,
Fri Jun 18 18:11:42 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",s,0.0,0.0,en,7,6.0,peoplesvaccine,6518,328,,,,
Fri Jun 18 18:11:47 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>", ,0.0,0.0,en,230,107.0,j_boisseau,500,380,,,,European Union 🇪🇺
Fri Jun 18 18:11:51 +0000 2021,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",~,0.0,0.0,en,701,228.0,3ND14P3,299,312,,,,
Fri Jun 18 18:11:54 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>", ,0.0,0.0,en,0,,deannadeedles,9,30,,,,Trinidad and Tobago
Fri Jun 18 18:11:58 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",🧵,0.0,0.0,en,14,9.0,MmThamie,622,1771,,,,"Umlazi, South Africa"
Fri Jun 18 18:12:02 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","
",0.0,0.0,en,1,1.0,joannachiu,48403,10696,,,,"Vancouver, British Columbia"
Fri Jun 18 18:12:05 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",h,0.0,0.0,en,8,6.0,scapsmedical,26,24,,,,"West Palm Beach, FL"
Fri Jun 18 18:12:05 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",t,0.0,0.0,en,5,1.0,TorontoStar,1075188,601,,,,"1 Yonge St., Toronto, Canada"
Fri Jun 18 18:12:06 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",t,0.0,0.0,en,50,14.0,IMoanalotHutchy,3054,1585,,,,Edinburgh
Fri Jun 18 18:12:10 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",p,0.0,0.0,en,231,108.0,DaveyDee45RPM,429,794,,,,
Fri Jun 18 18:12:14 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",s,0.0,0.0,en,14,10.0,TumiLego,160,744,,,,Lp
Fri Jun 18 18:12:14 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",:,0.0,0.0,en,232,109.0,CatfurrHealth,32,56,,,,Scotland
Fri Jun 18 18:12:21 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",/,0.0,0.0,en,14,11.0,SLinPretoria,795,179,,,,
Fri Jun 18 18:12:50 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",/,0.0,0.0,en,233,110.0,Gemmabythesea,6,99,,,,Beside the seaside
Fri Jun 18 18:12:54 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",t,0.0,0.0,en,0,,gunadoc,81,119,,,,"Nairobi, Kenya (East Africa)"
Fri Jun 18 18:13:02 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",.,0.0,0.0,en,13,7.0,billyarnie,1170,703,,,,"San Antonio, TX"
Fri Jun 18 18:13:06 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",c,0.0,0.0,en,408,125.0,TylerHyliard,220,2544,,,,Michigan
Fri Jun 18 18:13:06 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",o,0.0,0.0,en,0,,EswatiniGovern1,20908,102,False,,,Eswatini 
Fri Jun 18 18:13:07 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",/,0.0,0.0,en,14,8.0,PattyTo14364810,2627,3267,,,,
Fri Jun 18 18:13:16 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",C,0.0,0.0,en,14,12.0,goodman98890063,345,631,,,,
Fri Jun 18 18:13:20 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",R,0.0,0.0,en,0,,LongCovidNYC,366,693,,,,
Fri Jun 18 18:13:32 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",D,0.0,0.0,en,0,,Artemis2030,4824,3560,,,,"Queensland,  Australia."
Fri Jun 18 18:13:35 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",h,0.0,0.0,en,6,2.0,writerseditor,765,536,,,,far and wee
Fri Jun 18 18:13:50 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",q,0.0,0.0,en,15,13.0,mkhalafoni10,870,2345,,,,RSA 🇿🇦
Fri Jun 18 18:13:56 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",P,0.0,0.0,en,20,9.0,MyInfo75815757,32,1284,,,,"Lusiana, Veneto"
Fri Jun 18 18:13:58 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",H,0.0,0.0,en,122,33.0,GillionZenobia,132,338,,,,"Johannesburg, South Africa"
Fri Jun 18 18:14:04 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",F,0.0,0.0,en,5,4.0,AsifKha94399341,35,28,,,,
Fri Jun 18 18:14:12 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",W,0.0,0.0,en,50,28.0,PeterASinger,27245,10310,,,,Geneva
Fri Jun 18 18:14:15 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",M,0.0,0.0,en,56,33.0,PeterASinger,27245,10310,,,,Geneva
Fri Jun 18 18:14:19 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",D,0.0,0.0,en,7,2.0,NirajJoshi,78,450,,,,"Brampton, Ontario"
Fri Jun 18 18:14:21 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",r,0.0,0.0,en,9,7.0,KamaZam,180,1022,,,,
Fri Jun 18 18:14:21 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>", ,0.0,0.0,en,24,10.0,msgifford1977,149,456,,,,"Minnesota, USA"
